city_code,wilaya,year,population
40,Khenchela,1901,57694
41,Souk Ahras,1901,70596
42,Tipaza,1901,145611
43,Mila,1901,120971
44,Aïn Defla,1901,126926
45,Naâma,1901,26714
46,Aïn Témouchent,1901,64256
47,Ghardaia,1901,51119
48,Relizane,1901,129022
1,Adrar,1902,51933
2,Chlef,1902,162725
3,Laghouat,1902,51515
4,Oum El Bouaghi,1902,96402
5,Batna,1902,181240
6,Béjaïa,1902,167022
7,Biskra,1902,102755
8,Béchar,1902,44024
9,Blida,1902,168649
10,Bouira,1902,125795
11,Tamanrasset,1902,22556
12,Tébessa,1902,97991
13,Tlemcen,1902,169365
14,Tiaret,1902,137604
15,Tizi Ouzou,1902,223002
16,Algiers,1902,404008
17,Djelfa,1902,117364
18,Jijel,1902,112834
19,Sétif,1902,238798
20,Saïda,1902,56316
21,Skikda,1902,148211
22,Sidi Bel Abbès,1902,106305
23,Annaba,1902,108676
24,Guelma,1902,84587
25,Constantine,1902,158562
26,Médéa,1902,155760
27,Mostaganem,1902,120687
28,M'Sila,1902,144976
29,Mascara,1902,134736
30,Ouargla,1902,68635
31,Oran,1902,219453
32,El Bayadh,1902,37225
33,Illizi,1902,4715
34,Bordj Bou Arreridj,1902,102705
35,Boumerdès,1902,154861
36,El Tarf,1902,66274
37,Tindouf,1902,3911
38,Tissemsilt,1902,54473
39,El Oued,1902,90855
40,Khenchela,1902,58350
41,Souk Ahras,1902,71398
42,Tipaza,1902,147265
43,Mila,1902,122345
44,Aïn Defla,1902,128368
45,Naâma,1902,27018
46,Aïn Témouchent,1902,64986
47,Ghardaia,1902,51699
48,Relizane,1902,130488
1,Adrar,1903,52516
2,Chlef,1903,164552
3,Laghouat,1903,52093
4,Oum El Bouaghi,1903,97485
5,Batna,1903,183276
6,Béjaïa,1903,168898
7,Biskra,1903,103909
8,Béchar,1903,44519
9,Blida,1903,170543
10,Bouira,1903,127208
11,Tamanrasset,1903,22809
12,Tébessa,1903,99091
13,Tlemcen,1903,171267
14,Tiaret,1903,139150
15,Tizi Ouzou,1903,225507
16,Algiers,1903,408546
17,Djelfa,1903,118682
18,Jijel,1903,114101
19,Sétif,1903,241480
20,Saïda,1903,56949
21,Skikda,1903,149876
22,Sidi Bel Abbès,1903,107499
23,Annaba,1903,109897
24,Guelma,1903,85537
25,Constantine,1903,160343
26,Médéa,1903,157509
27,Mostaganem,1903,122043
28,M'Sila,1903,146604
29,Mascara,1903,136249
30,Ouargla,1903,69406
31,Oran,1903,221918
32,El Bayadh,1903,37643
33,Illizi,1903,4768
34,Bordj Bou Arreridj,1903,103858
35,Boumerdès,1903,156601
36,El Tarf,1903,67019
37,Tindouf,1903,3955
38,Tissemsilt,1903,55085
39,El Oued,1903,91876
40,Khenchela,1903,59005
41,Souk Ahras,1903,72200
42,Tipaza,1903,148919
43,Mila,1903,123719
44,Aïn Defla,1903,129810
45,Naâma,1903,27321
46,Aïn Témouchent,1903,65716
47,Ghardaia,1903,52280
48,Relizane,1903,131954
1,Adrar,1904,53100
2,Chlef,1904,166380
3,Laghouat,1904,52672
4,Oum El Bouaghi,1904,98568
5,Batna,1904,185312
6,Béjaïa,1904,170775
7,Biskra,1904,105063
8,Béchar,1904,45013
9,Blida,1904,172437
10,Bouira,1904,128621
11,Tamanrasset,1904,23062
12,Tébessa,1904,100192
13,Tlemcen,1904,173169
14,Tiaret,1904,140695
15,Tizi Ouzou,1904,228012
16,Algiers,1904,413084
17,Djelfa,1904,120000
18,Jijel,1904,115369
19,Sétif,1904,244163
20,Saïda,1904,57581
21,Skikda,1904,151541
22,Sidi Bel Abbès,1904,108693
23,Annaba,1904,111117
24,Guelma,1904,86487
25,Constantine,1904,162124
26,Médéa,1904,159259
27,Mostaganem,1904,123399
28,M'Sila,1904,148233
29,Mascara,1904,137763
30,Ouargla,1904,70177
31,Oran,1904,224383
32,El Bayadh,1904,38061
33,Illizi,1904,4821
34,Bordj Bou Arreridj,1904,105012
35,Boumerdès,1904,158340
36,El Tarf,1904,67763
37,Tindouf,1904,3999
38,Tissemsilt,1904,55697
39,El Oued,1904,92896
40,Khenchela,1904,59660
41,Souk Ahras,1904,73002
42,Tipaza,1904,150573
43,Mila,1904,125093
44,Aïn Defla,1904,131251
45,Naâma,1904,27625
46,Aïn Témouchent,1904,66446
47,Ghardaia,1904,52861
48,Relizane,1904,133419
1,Adrar,1905,53683
2,Chlef,1905,168208
3,Laghouat,1905,53250
4,Oum El Bouaghi,1905,99651
5,Batna,1905,187348
6,Béjaïa,1905,172651
7,Biskra,1905,106217
8,Béchar,1905,45508
9,Blida,1905,174332
10,Bouira,1905,130034
11,Tamanrasset,1905,23316
12,Tébessa,1905,101293
13,Tlemcen,1905,175072
14,Tiaret,1905,142241
15,Tizi Ouzou,1905,230517
16,Algiers,1905,417622
17,Djelfa,1905,121318
18,Jijel,1905,116636
19,Sétif,1905,246845
20,Saïda,1905,58214
21,Skikda,1905,153206
22,Sidi Bel Abbès,1905,109887
23,Annaba,1905,112338
24,Guelma,1905,87437
25,Constantine,1905,163905
26,Médéa,1905,161008
27,Mostaganem,1905,124754
28,M'Sila,1905,149861
29,Mascara,1905,139276
30,Ouargla,1905,70948
31,Oran,1905,226848
32,El Bayadh,1905,38479
33,Illizi,1905,4874
34,Bordj Bou Arreridj,1905,106166
35,Boumerdès,1905,160079
36,El Tarf,1905,68508
37,Tindouf,1905,4043
38,Tissemsilt,1905,56309
39,El Oued,1905,93917
40,Khenchela,1905,60316
41,Souk Ahras,1905,73803
42,Tipaza,1905,152227
43,Mila,1905,126467
44,Aïn Defla,1905,132693
45,Naâma,1905,27928
46,Aïn Témouchent,1905,67176
47,Ghardaia,1905,53442
48,Relizane,1905,134885
1,Adrar,1906,54266
2,Chlef,1906,170036
3,Laghouat,1906,53829
4,Oum El Bouaghi,1906,100734
5,Batna,1906,189383
6,Béjaïa,1906,174527
7,Biskra,1906,107371
8,Béchar,1906,46002
9,Blida,1906,176226
10,Bouira,1906,131447
11,Tamanrasset,1906,23569
12,Tébessa,1906,102393
13,Tlemcen,1906,176974
14,Tiaret,1906,143786
15,Tizi Ouzou,1906,233021
16,Algiers,1906,422160
17,Djelfa,1906,122637
18,Jijel,1906,117903
19,Sétif,1906,249527
20,Saïda,1906,58847
21,Skikda,1906,154870
22,Sidi Bel Abbès,1906,111081
23,Annaba,1906,113559
24,Guelma,1906,88387
25,Constantine,1906,165686
26,Médéa,1906,162758
27,Mostaganem,1906,126110
28,M'Sila,1906,151489
29,Mascara,1906,140790
30,Ouargla,1906,71719
31,Oran,1906,229313
32,El Bayadh,1906,38897
33,Illizi,1906,4927
34,Bordj Bou Arreridj,1906,107319
35,Boumerdès,1906,161819
36,El Tarf,1906,69252
37,Tindouf,1906,4087
38,Tissemsilt,1906,56921
39,El Oued,1906,94937
40,Khenchela,1906,60971
41,Souk Ahras,1906,74605
42,Tipaza,1906,153881
43,Mila,1906,127842
44,Aïn Defla,1906,134135
45,Naâma,1906,28232
46,Aïn Témouchent,1906,67906
47,Ghardaia,1906,54022
48,Relizane,1906,136351
1,Adrar,1907,54850
2,Chlef,1907,171864
3,Laghouat,1907,54408
4,Oum El Bouaghi,1907,101816
5,Batna,1907,191419
6,Béjaïa,1907,176403
7,Biskra,1907,108525
8,Béchar,1907,46497
9,Blida,1907,178120
10,Bouira,1907,132860
11,Tamanrasset,1907,23822
12,Tébessa,1907,103494
13,Tlemcen,1907,178876
14,Tiaret,1907,145332
15,Tizi Ouzou,1907,235526
16,Algiers,1907,426698
17,Djelfa,1907,123955
18,Jijel,1907,119171
19,Sétif,1907,252209
20,Saïda,1907,59479
21,Skikda,1907,156535
22,Sidi Bel Abbès,1907,112275
23,Annaba,1907,114779
24,Guelma,1907,89337
25,Constantine,1907,167467
26,Médéa,1907,164507
27,Mostaganem,1907,127465
28,M'Sila,1907,153118
29,Mascara,1907,142303
30,Ouargla,1907,72490
31,Oran,1907,231778
32,El Bayadh,1907,39316
33,Illizi,1907,4980
34,Bordj Bou Arreridj,1907,108473
35,Boumerdès,1907,163558
36,El Tarf,1907,69996
37,Tindouf,1907,4131
38,Tissemsilt,1907,57533
39,El Oued,1907,95958
40,Khenchela,1907,61627
41,Souk Ahras,1907,75407
42,Tipaza,1907,155535
43,Mila,1907,129216
44,Aïn Defla,1907,135577
45,Naâma,1907,28535
46,Aïn Témouchent,1907,68636
47,Ghardaia,1907,54603
48,Relizane,1907,137816
1,Adrar,1908,55433
2,Chlef,1908,173691
3,Laghouat,1908,54986
4,Oum El Bouaghi,1908,102899
5,Batna,1908,193455
6,Béjaïa,1908,178279
7,Biskra,1908,109680
8,Béchar,1908,46991
9,Blida,1908,180015
10,Bouira,1908,134273
11,Tamanrasset,1908,24076
12,Tébessa,1908,104595
13,Tlemcen,1908,180779
14,Tiaret,1908,146878
15,Tizi Ouzou,1908,238031
16,Algiers,1908,431236
17,Djelfa,1908,125273
18,Jijel,1908,120438
19,Sétif,1908,254892
20,Saïda,1908,60112
21,Skikda,1908,158200
22,Sidi Bel Abbès,1908,113469
23,Annaba,1908,116000
24,Guelma,1908,90288
25,Constantine,1908,169248
26,Médéa,1908,166257
27,Mostaganem,1908,128821
28,M'Sila,1908,154746
29,Mascara,1908,143816
30,Ouargla,1908,73260
31,Oran,1908,234243
32,El Bayadh,1908,39734
33,Illizi,1908,5033
34,Bordj Bou Arreridj,1908,109627
35,Boumerdès,1908,165298
36,El Tarf,1908,70741
37,Tindouf,1908,4175
38,Tissemsilt,1908,58145
39,El Oued,1908,96978
40,Khenchela,1908,62282
41,Souk Ahras,1908,76209
42,Tipaza,1908,157190
43,Mila,1908,130590
44,Aïn Defla,1908,137019
45,Naâma,1908,28839
46,Aïn Témouchent,1908,69366
47,Ghardaia,1908,55184
48,Relizane,1908,139282
1,Adrar,1909,56016
2,Chlef,1909,175519
3,Laghouat,1909,55565
4,Oum El Bouaghi,1909,103982
5,Batna,1909,195491
6,Béjaïa,1909,180155
7,Biskra,1909,110834
8,Béchar,1909,47486
9,Blida,1909,181909
10,Bouira,1909,135686
11,Tamanrasset,1909,24329
12,Tébessa,1909,105695
13,Tlemcen,1909,182681
14,Tiaret,1909,148423
15,Tizi Ouzou,1909,240536
16,Algiers,1909,435774
17,Djelfa,1909,126591
18,Jijel,1909,121706
19,Sétif,1909,257574
20,Saïda,1909,60744
21,Skikda,1909,159865
22,Sidi Bel Abbès,1909,114663
23,Annaba,1909,117221
24,Guelma,1909,91238
25,Constantine,1909,171029
26,Médéa,1909,168006
27,Mostaganem,1909,130177
28,M'Sila,1909,156375
29,Mascara,1909,145330
30,Ouargla,1909,74031
31,Oran,1909,236708
32,El Bayadh,1909,40152
33,Illizi,1909,5086
34,Bordj Bou Arreridj,1909,110780
35,Boumerdès,1909,167037
36,El Tarf,1909,71485
37,Tindouf,1909,4219
38,Tissemsilt,1909,58756
39,El Oued,1909,97999
40,Khenchela,1909,62937
41,Souk Ahras,1909,77011
42,Tipaza,1909,158844
43,Mila,1909,131964
44,Aïn Defla,1909,138461
45,Naâma,1909,29142
46,Aïn Témouchent,1909,70096
47,Ghardaia,1909,55764
48,Relizane,1909,140748
1,Adrar,1910,56600
2,Chlef,1910,177347
3,Laghouat,1910,56144
4,Oum El Bouaghi,1910,105065
5,Batna,1910,197526
6,Béjaïa,1910,182031
7,Biskra,1910,111988
8,Béchar,1910,47980
9,Blida,1910,183803
10,Bouira,1910,137099
11,Tamanrasset,1910,24583
12,Tébessa,1910,106796
13,Tlemcen,1910,184584
14,Tiaret,1910,149969
15,Tizi Ouzou,1910,243041
16,Algiers,1910,440312
17,Djelfa,1910,127910
18,Jijel,1910,122973
19,Sétif,1910,260256
20,Saïda,1910,61377
21,Skikda,1910,161529
22,Sidi Bel Abbès,1910,115857
23,Annaba,1910,118441
24,Guelma,1910,92188
25,Constantine,1910,172810
26,Médéa,1910,169756
27,Mostaganem,1910,131532
28,M'Sila,1910,158003
29,Mascara,1910,146843
30,Ouargla,1910,74802
31,Oran,1910,239173
32,El Bayadh,1910,40570
33,Illizi,1910,5139
34,Bordj Bou Arreridj,1910,111934
35,Boumerdès,1910,168777
36,El Tarf,1910,72230
37,Tindouf,1910,4263
38,Tissemsilt,1910,59368
39,El Oued,1910,99019
40,Khenchela,1910,63593
41,Souk Ahras,1910,77813
42,Tipaza,1910,160498
43,Mila,1910,133339
44,Aïn Defla,1910,139903
45,Naâma,1910,29446
46,Aïn Témouchent,1910,70826
47,Ghardaia,1910,56345
48,Relizane,1910,142213
1,Adrar,1911,57183
2,Chlef,1911,179175
3,Laghouat,1911,56722
4,Oum El Bouaghi,1911,106148
5,Batna,1911,199562
6,Béjaïa,1911,183907
7,Biskra,1911,113142
8,Béchar,1911,48475
9,Blida,1911,185697
10,Bouira,1911,138512
11,Tamanrasset,1911,24836
12,Tébessa,1911,107896
13,Tlemcen,1911,186486
14,Tiaret,1911,151515
15,Tizi Ouzou,1911,245545
16,Algiers,1911,444850
17,Djelfa,1911,129228
18,Jijel,1911,124240
19,Sétif,1911,262938
20,Saïda,1911,62009
21,Skikda,1911,163194
22,Sidi Bel Abbès,1911,117051
23,Annaba,1911,119662
24,Guelma,1911,93138
25,Constantine,1911,174591
26,Médéa,1911,171505
27,Mostaganem,1911,132888
28,M'Sila,1911,159631
29,Mascara,1911,148357
30,Ouargla,1911,75573
31,Oran,1911,241638
32,El Bayadh,1911,40988
33,Illizi,1911,5192
34,Bordj Bou Arreridj,1911,113087
35,Boumerdès,1911,170516
36,El Tarf,1911,72974
37,Tindouf,1911,4307
38,Tissemsilt,1911,59980
39,El Oued,1911,100040
40,Khenchela,1911,64248
41,Souk Ahras,1911,78615
42,Tipaza,1911,162152
43,Mila,1911,134713
44,Aïn Defla,1911,141344
45,Naâma,1911,29749
46,Aïn Témouchent,1911,71555
47,Ghardaia,1911,56926
48,Relizane,1911,143679
1,Adrar,1912,57766
2,Chlef,1912,181002
3,Laghouat,1912,57301
4,Oum El Bouaghi,1912,107231
5,Batna,1912,201598
6,Béjaïa,1912,185783
7,Biskra,1912,114296
8,Béchar,1912,48969
9,Blida,1912,187592
10,Bouira,1912,139925
11,Tamanrasset,1912,25089
12,Tébessa,1912,108997
13,Tlemcen,1912,188388
14,Tiaret,1912,153060
15,Tizi Ouzou,1912,248050
16,Algiers,1912,449387
17,Djelfa,1912,130546
18,Jijel,1912,125508
19,Sétif,1912,265620
20,Saïda,1912,62642
21,Skikda,1912,164859
22,Sidi Bel Abbès,1912,118245
23,Annaba,1912,120883
24,Guelma,1912,94088
25,Constantine,1912,176372
26,Médéa,1912,173255
27,Mostaganem,1912,134243
28,M'Sila,1912,161260
29,Mascara,1912,149870
30,Ouargla,1912,76344
31,Oran,1912,244103
32,El Bayadh,1912,41406
33,Illizi,1912,5245
34,Bordj Bou Arreridj,1912,114241
35,Boumerdès,1912,172255
36,El Tarf,1912,73719
37,Tindouf,1912,4350
38,Tissemsilt,1912,60592
39,El Oued,1912,101060
40,Khenchela,1912,64904
41,Souk Ahras,1912,79417
42,Tipaza,1912,163806
43,Mila,1912,136087
44,Aïn Defla,1912,142786
45,Naâma,1912,30053
46,Aïn Témouchent,1912,72285
47,Ghardaia,1912,57506
48,Relizane,1912,145145
1,Adrar,1913,58350
2,Chlef,1913,182830
3,Laghouat,1913,57880
4,Oum El Bouaghi,1913,108313
5,Batna,1913,203634
6,Béjaïa,1913,187659
7,Biskra,1913,115451
8,Béchar,1913,49464
9,Blida,1913,189486
10,Bouira,1913,141338
11,Tamanrasset,1913,25343
12,Tébessa,1913,110098
13,Tlemcen,1913,190291
14,Tiaret,1913,154606
15,Tizi Ouzou,1913,250555
16,Algiers,1913,453925
17,Djelfa,1913,131864
18,Jijel,1913,126775
19,Sétif,1913,268303
20,Saïda,1913,63274
21,Skikda,1913,166524
22,Sidi Bel Abbès,1913,119439
23,Annaba,1913,122103
24,Guelma,1913,95038
25,Constantine,1913,178153
26,Médéa,1913,175004
27,Mostaganem,1913,135599
28,M'Sila,1913,162888
29,Mascara,1913,151383
30,Ouargla,1913,77115
31,Oran,1913,246568
32,El Bayadh,1913,41824
33,Illizi,1913,5298
34,Bordj Bou Arreridj,1913,115395
35,Boumerdès,1913,173995
36,El Tarf,1913,74463
37,Tindouf,1913,4394
38,Tissemsilt,1913,61204
39,El Oued,1913,102081
40,Khenchela,1913,65559
41,Souk Ahras,1913,80219
42,Tipaza,1913,165460
43,Mila,1913,137461
44,Aïn Defla,1913,144228
45,Naâma,1913,30356
46,Aïn Témouchent,1913,73015
47,Ghardaia,1913,58087
48,Relizane,1913,146610
1,Adrar,1914,58933
2,Chlef,1914,184658
3,Laghouat,1914,58458
4,Oum El Bouaghi,1914,109396
5,Batna,1914,205669
6,Béjaïa,1914,189535
7,Biskra,1914,116605
8,Béchar,1914,49958
9,Blida,1914,191380
10,Bouira,1914,142751
11,Tamanrasset,1914,25596
12,Tébessa,1914,111198
13,Tlemcen,1914,192193
14,Tiaret,1914,156151
15,Tizi Ouzou,1914,253060
16,Algiers,1914,458463
17,Djelfa,1914,133183
18,Jijel,1914,128043
19,Sétif,1914,270985
20,Saïda,1914,63907
21,Skikda,1914,168188
22,Sidi Bel Abbès,1914,120634
23,Annaba,1914,123324
24,Guelma,1914,95988
25,Constantine,1914,179934
26,Médéa,1914,176754
27,Mostaganem,1914,136955
28,M'Sila,1914,164517
29,Mascara,1914,152897
30,Ouargla,1914,77886
31,Oran,1914,249033
32,El Bayadh,1914,42242
33,Illizi,1914,5351
34,Bordj Bou Arreridj,1914,116548
35,Boumerdès,1914,175734
36,El Tarf,1914,75207
37,Tindouf,1914,4438
38,Tissemsilt,1914,61816
39,El Oued,1914,103101
40,Khenchela,1914,66214
41,Souk Ahras,1914,81021
42,Tipaza,1914,167114
43,Mila,1914,138835
44,Aïn Defla,1914,145670
45,Naâma,1914,30660
46,Aïn Témouchent,1914,73745
47,Ghardaia,1914,58668
48,Relizane,1914,148076
1,Adrar,1915,59516
2,Chlef,1915,186486
3,Laghouat,1915,59037
4,Oum El Bouaghi,1915,110479
5,Batna,1915,207705
6,Béjaïa,1915,191411
7,Biskra,1915,117759
8,Béchar,1915,50453
9,Blida,1915,193275
10,Bouira,1915,144164
11,Tamanrasset,1915,25849
12,Tébessa,1915,112299
13,Tlemcen,1915,194095
14,Tiaret,1915,157697
15,Tizi Ouzou,1915,255565
16,Algiers,1915,463001
17,Djelfa,1915,134501
18,Jijel,1915,129310
19,Sétif,1915,273667
20,Saïda,1915,64540
21,Skikda,1915,169853
22,Sidi Bel Abbès,1915,121828
23,Annaba,1915,124545
24,Guelma,1915,96938
25,Constantine,1915,181715
26,Médéa,1915,178503
27,Mostaganem,1915,138310
28,M'Sila,1915,166145
29,Mascara,1915,154410
30,Ouargla,1915,78657
31,Oran,1915,251498
32,El Bayadh,1915,42661
33,Illizi,1915,5404
34,Bordj Bou Arreridj,1915,117702
35,Boumerdès,1915,177474
36,El Tarf,1915,75952
37,Tindouf,1915,4482
38,Tissemsilt,1915,62428
39,El Oued,1915,104122
40,Khenchela,1915,66870
41,Souk Ahras,1915,81823
42,Tipaza,1915,168768
43,Mila,1915,140210
44,Aïn Defla,1915,147112
45,Naâma,1915,30963
46,Aïn Témouchent,1915,74475
47,Ghardaia,1915,59249
48,Relizane,1915,149542
1,Adrar,1916,60100
2,Chlef,1916,188313
3,Laghouat,1916,59615
4,Oum El Bouaghi,1916,111562
5,Batna,1916,209741
6,Béjaïa,1916,193287
7,Biskra,1916,118913
8,Béchar,1916,50947
9,Blida,1916,195169
10,Bouira,1916,145577
11,Tamanrasset,1916,26103
12,Tébessa,1916,113400
13,Tlemcen,1916,195998
14,Tiaret,1916,159243
15,Tizi Ouzou,1916,258070
16,Algiers,1916,467539
17,Djelfa,1916,135819
18,Jijel,1916,130577
19,Sétif,1916,276349
20,Saïda,1916,65172
21,Skikda,1916,171518
22,Sidi Bel Abbès,1916,123022
23,Annaba,1916,125766
24,Guelma,1916,97888
25,Constantine,1916,183496
26,Médéa,1916,180253
27,Mostaganem,1916,139666
28,M'Sila,1916,167773
29,Mascara,1916,155924
30,Ouargla,1916,79428
31,Oran,1916,253963
32,El Bayadh,1916,43079
33,Illizi,1916,5457
34,Bordj Bou Arreridj,1916,118855
35,Boumerdès,1916,179213
36,El Tarf,1916,76696
37,Tindouf,1916,4526
38,Tissemsilt,1916,63039
39,El Oued,1916,105142
40,Khenchela,1916,67525
41,Souk Ahras,1916,82625
42,Tipaza,1916,170423
43,Mila,1916,141584
44,Aïn Defla,1916,148554
45,Naâma,1916,31267
46,Aïn Témouchent,1916,75205
47,Ghardaia,1916,59829
48,Relizane,1916,151007
1,Adrar,1917,60683
2,Chlef,1917,190141
3,Laghouat,1917,60194
4,Oum El Bouaghi,1917,112645
5,Batna,1917,211777
6,Béjaïa,1917,195163
7,Biskra,1917,120067
8,Béchar,1917,51442
9,Blida,1917,197063
10,Bouira,1917,146990
11,Tamanrasset,1917,26356
12,Tébessa,1917,114500
13,Tlemcen,1917,197900
14,Tiaret,1917,160788
15,Tizi Ouzou,1917,260574
16,Algiers,1917,472077
17,Djelfa,1917,137138
18,Jijel,1917,131845
19,Sétif,1917,279032
20,Saïda,1917,65805
21,Skikda,1917,173183
22,Sidi Bel Abbès,1917,124216
23,Annaba,1917,126986
24,Guelma,1917,98839
25,Constantine,1917,185277
26,Médéa,1917,182003
27,Mostaganem,1917,141021
28,M'Sila,1917,169402
29,Mascara,1917,157437
30,Ouargla,1917,80199
31,Oran,1917,256428
32,El Bayadh,1917,43497
33,Illizi,1917,5510
34,Bordj Bou Arreridj,1917,120009
35,Boumerdès,1917,180953
36,El Tarf,1917,77441
37,Tindouf,1917,4570
38,Tissemsilt,1917,63651
39,El Oued,1917,106163
40,Khenchela,1917,68181
41,Souk Ahras,1917,83427
42,Tipaza,1917,172077
43,Mila,1917,142958
44,Aïn Defla,1917,149996
45,Naâma,1917,31570
46,Aïn Témouchent,1917,75935
47,Ghardaia,1917,60410
48,Relizane,1917,152473
1,Adrar,1918,61266
2,Chlef,1918,191969
3,Laghouat,1918,60773
4,Oum El Bouaghi,1918,113727
5,Batna,1918,213812
6,Béjaïa,1918,197039
7,Biskra,1918,121221
8,Béchar,1918,51936
9,Blida,1918,198958
10,Bouira,1918,148403
11,Tamanrasset,1918,26609
12,Tébessa,1918,115601
13,Tlemcen,1918,199802
14,Tiaret,1918,162334
15,Tizi Ouzou,1918,263079
16,Algiers,1918,476615
17,Djelfa,1918,138456
18,Jijel,1918,133112
19,Sétif,1918,281714
20,Saïda,1918,66437
21,Skikda,1918,174847
22,Sidi Bel Abbès,1918,125410
23,Annaba,1918,128207
24,Guelma,1918,99789
25,Constantine,1918,187058
26,Médéa,1918,183752
27,Mostaganem,1918,142377
28,M'Sila,1918,171030
29,Mascara,1918,158950
30,Ouargla,1918,80970
31,Oran,1918,258893
32,El Bayadh,1918,43915
33,Illizi,1918,5563
34,Bordj Bou Arreridj,1918,121163
35,Boumerdès,1918,182692
36,El Tarf,1918,78185
37,Tindouf,1918,4614
38,Tissemsilt,1918,64263
39,El Oued,1918,107183
40,Khenchela,1918,68836
41,Souk Ahras,1918,84229
42,Tipaza,1918,173731
43,Mila,1918,144332
44,Aïn Defla,1918,151438
45,Naâma,1918,31873
46,Aïn Témouchent,1918,76665
47,Ghardaia,1918,60991
48,Relizane,1918,153939
1,Adrar,1919,61850
2,Chlef,1919,193797
3,Laghouat,1919,61351
4,Oum El Bouaghi,1919,114810
5,Batna,1919,215848
6,Béjaïa,1919,198915
7,Biskra,1919,122376
8,Béchar,1919,52431
9,Blida,1919,200852
10,Bouira,1919,149816
11,Tamanrasset,1919,26863
12,Tébessa,1919,116702
13,Tlemcen,1919,201705
14,Tiaret,1919,163879
15,Tizi Ouzou,1919,265584
16,Algiers,1919,481153
17,Djelfa,1919,139774
18,Jijel,1919,134379
19,Sétif,1919,284396
20,Saïda,1919,67070
21,Skikda,1919,176512
22,Sidi Bel Abbès,1919,126604
23,Annaba,1919,129428
24,Guelma,1919,100739
25,Constantine,1919,188839
26,Médéa,1919,185502
27,Mostaganem,1919,143733
28,M'Sila,1919,172659
29,Mascara,1919,160464
30,Ouargla,1919,81741
31,Oran,1919,261358
32,El Bayadh,1919,44333
33,Illizi,1919,5616
34,Bordj Bou Arreridj,1919,122316
35,Boumerdès,1919,184432
36,El Tarf,1919,78929
37,Tindouf,1919,4658
38,Tissemsilt,1919,64875
39,El Oued,1919,108204
40,Khenchela,1919,69491
41,Souk Ahras,1919,85031
42,Tipaza,1919,175385
43,Mila,1919,145706
44,Aïn Defla,1919,152879
45,Naâma,1919,32177
46,Aïn Témouchent,1919,77395
47,Ghardaia,1919,61571
48,Relizane,1919,155404
1,Adrar,1920,62433
2,Chlef,1920,195625
3,Laghouat,1920,61930
4,Oum El Bouaghi,1920,115893
5,Batna,1920,217884
6,Béjaïa,1920,200791
7,Biskra,1920,123530
8,Béchar,1920,52925
9,Blida,1920,202746
10,Bouira,1920,151229
11,Tamanrasset,1920,27116
12,Tébessa,1920,117802
13,Tlemcen,1920,203607
14,Tiaret,1920,165425
15,Tizi Ouzou,1920,268089
16,Algiers,1920,485691
17,Djelfa,1920,141092
18,Jijel,1920,135647
19,Sétif,1920,287078
20,Saïda,1920,67702
21,Skikda,1920,178177
22,Sidi Bel Abbès,1920,127798
23,Annaba,1920,130648
24,Guelma,1920,101689
25,Constantine,1920,190620
26,Médéa,1920,187251
27,Mostaganem,1920,145088
28,M'Sila,1920,174287
29,Mascara,1920,161977
30,Ouargla,1920,82512
31,Oran,1920,263823
32,El Bayadh,1920,44751
33,Illizi,1920,5669
34,Bordj Bou Arreridj,1920,123470
35,Boumerdès,1920,186171
36,El Tarf,1920,79674
37,Tindouf,1920,4702
38,Tissemsilt,1920,65487
39,El Oued,1920,109224
40,Khenchela,1920,70147
41,Souk Ahras,1920,85833
42,Tipaza,1920,177039
43,Mila,1920,147081
44,Aïn Defla,1920,154321
45,Naâma,1920,32480
46,Aïn Témouchent,1920,78125
47,Ghardaia,1920,62152
48,Relizane,1920,156870
1,Adrar,1921,63016
2,Chlef,1921,197452
3,Laghouat,1921,62509
4,Oum El Bouaghi,1921,116976
5,Batna,1921,219920
6,Béjaïa,1921,202667
7,Biskra,1921,124684
8,Béchar,1921,53420
9,Blida,1921,204641
10,Bouira,1921,152642
11,Tamanrasset,1921,27369
12,Tébessa,1921,118903
13,Tlemcen,1921,205509
14,Tiaret,1921,166971
15,Tizi Ouzou,1921,270594
16,Algiers,1921,490229
17,Djelfa,1921,142411
18,Jijel,1921,136914
19,Sétif,1921,289761
20,Saïda,1921,68335
21,Skikda,1921,179842
22,Sidi Bel Abbès,1921,128992
23,Annaba,1921,131869
24,Guelma,1921,102639
25,Constantine,1921,192401
26,Médéa,1921,189001
27,Mostaganem,1921,146444
28,M'Sila,1921,175915
29,Mascara,1921,163490
30,Ouargla,1921,83283
31,Oran,1921,266288
32,El Bayadh,1921,45169
33,Illizi,1921,5722
34,Bordj Bou Arreridj,1921,124623
35,Boumerdès,1921,187910
36,El Tarf,1921,80418
37,Tindouf,1921,4746
38,Tissemsilt,1921,66099
39,El Oued,1921,110245
40,Khenchela,1921,70802
41,Souk Ahras,1921,86635
42,Tipaza,1921,178693
43,Mila,1921,148455
44,Aïn Defla,1921,155763
45,Naâma,1921,32784
46,Aïn Témouchent,1921,78855
47,Ghardaia,1921,62733
48,Relizane,1921,158336
1,Adrar,1922,63600
2,Chlef,1922,199280
3,Laghouat,1922,63087
4,Oum El Bouaghi,1922,118059
5,Batna,1922,221955
6,Béjaïa,1922,204543
7,Biskra,1922,125838
8,Béchar,1922,53914
9,Blida,1922,206535
10,Bouira,1922,154055
11,Tamanrasset,1922,27623
